Factorisations Of Cunningham Numbers C-(5,n) = 5^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            7903282006548546912894293926707097244777067146515037165954709053039550781.897134414475997580782906566655315\
            6875434974333499709837865796953129413705803966975837294026057098452482441749661387237169102769377851885609
 448    37  2^8.3.13.17.29.113.313.337.449.641.2593.3137.11489.19531.271489.1149569.10922689.29423041.75068993.23475060\
            1.2520917617.181398083777.241931001601.59509429687890001.465314420407473281.37007700327977836913.7957141013\
            471106527440814723329.35822800438975049964261933857034881.2593161252309265102249142836830904141299137.30137\
            31527783874841519029441798704972855617
 449    4+  2^2.8786607424180750985373917154782538355992341.19572699683888789076683581629405596704070738707616368291076\
            47521906314517912099381664176019952151799562503886176972616619629509817658280654820037206198420111696106732\
            246179154174930096001689733168447923173335157718393455062479708400846775800147120063992708036279681225341
 450    47  2^3.3^3.7.11.19.31.61.71.101.151.181.251.401.521.829.1171.1741.1901.3301.5167.7621.118801.119701.169831.826\
            201.1274851.1989151.2596501.9384251.20775901.24665701.49892851.149439601.183794551.297315901.1086749551.501\
            50933101.1390332823651.60081451169922001.64317527962486535125801.489346511141264975761501.79813498839485012\
            2586201262390451.45551133373066976666756345380132758853411801
 451     7  2^2.12207031.888739699.2238236249.5079304643216687969.34859178664055625251999712982437280758495720100991915\
            35446169994896663332220463665624763329757833201607725715780835707348031924735906376471771785232370565880992\
            38255868824278367670738852000437446171388148216524781666912133379629261020329043194411483916278921193808655\
            3179
 452    20  2^4.3.13.227.2939.6329.129499.308491.1387189.12249784663.304247586761.2084303944451.620216264269531.8237123\
            176890810696379.11913287466894338293503913814067039110653443245880449.4160727676071406265042282163627389749\
            73739625245422473584889.29937533074493505882212001141384458763635997255701948801683548404797519030440526432\
            2554578369464076896449
 453    15  2^2.31.2719.1175989.2237519.2002231009.389439261961.12799319666401.116001942358474281709.287258274918024176\
            27821.287517948889766478099872061872161.2843809592323334251225153490677489.23480835068319558820315540345862\
            729.7590204098392293385373752679652355058151250375370106070235478170241691370087616004706150032008232883166\
            6301738422802205119
 454    15  2^3.3.863773591.17408515139.107857890714179.1769057265869086021.154907695140797990849.239976686263858506551.
            11015757643914646321123501403.16831369699997499687405534401.298963773893167948239115560463.1142236187844477\
            12095364474974480764422513325227090232439.13263706483839935039282091600845743927450307950710544046874853586\
            856167990675671309
 455    21  2^2.11.71.131.211.631.911.4201.19531.4914911.6481021.85280581.305175781.1034150930241911.20986207825565581.
            9680647790568589086355559.17499733663152976533452519.252009190957922611927192988424665484581951479831.77662\
            614195306163718052484475206927451931220678764031.4424058458716240622127494493285876842698352004556992224619\
            198917301791087438480742781
 456    35  2^5.3^2.7.13.31.191.229.313.457.601.761.6271.7753.19609.22573.213029.390001.738721.3981071.53590717.4885168\
            129.2108505761893.2864226125209369.21363981507860375753.75649382555448580095589.11735415506748076408140121.
            86336058161143199543775877.21654472202540732126905077281.15245577749507840168402111587736212639440481.51437\
            6148524480573187638668347984260342703417817
 457    10  2^2.13711.455162861.137015205580881761325799.476936039068611477153641752340911.2662884218629012481030958448\
            0767097781.36725891754169847010253630086789677124279381501342379.484107604366924093766694867388794373267167\
            694527843668964981659.3479369845315311172844403323969339256698985692145562344698915294323324669125522435165\
            4433261836439
 458    10  2^3.3.2749.53129.63785116081353654247759.25703365361608909110896940589.121019479393036733248133818571410447\
            66729906970667251641650660796379874056373395515095101692007273411.19318782034830319717352787820560622465456\
            06655603016147110957843186240281299806957811100043085004394550176520383333936993254983012964961138398696978\
            886922200521
 459    23  2^2.19.31.109.271.409.829.919.4159.4591.31051.90271.317731.26481241.261594199.466344409.1203176701.65465216\
            8021.360143672909416579.285963691592722767421088565601855215949.2994923626446687455379410107254649290647028\
            3138504857420945112741049.232114483620032279540358106433957730104950335005157677939178831005558360473615610\
            828986499888381522429540884067629
 460    31  2^4.3.11.13.41.47.71.461.521.691.8971.9161.73141.118681.140761.689081.2855911.29028071.824480311.1722358657\
            1.33453655481.332207361361.42272797713043.38522606861373961.100062970166640331.5465713352000770660547109750\
            601.529958401900871889532705668013589387152384352866888324141.504349121667965070941612476591714646958987831\
            20363948083087401302659807735459270852721
 461     5  2^2.30083939.909551470793611858209865677328608031.153444041152071881453508493111161159581521058538081641939\
            37013674866744654122318038463157190799192514132463508770854240414223190555663025562514181604207736798070540\
            85388947890181689005910414752645021523910562625111598235133346777372045300248448336907934156729490690211244\
            76603209
 462    37  2^3.3^2.7^2.23.29.31.43.67.127.199.379.449.463.5281.7603.19531.42967.519499.595123.12207031.190771747.52709\
            3491.1430975701.13920748381.20828886541.386478495679.8090594434231.266286844846214347.162715052426691233701.
            49970061516036179615325895945741.267859557529209897722406319386619.2501767272358621175047187153455258395420\
            79.83365695988047293970582062995265919785848642157983
 463     8  2^2.44449.2969057515549621758168075401.22277197334424362451201221954137501441.41344224567568547012295376367\
            6214038377637450839437060319.100940116342161906132432717267406668937301450498273989129213784279.85552401907\
            60339731493926017300325915980735410289100699555734160664163052746928793467569162764934552984192926651961106\
            99448767181459
 464    26  2^6.3.13.17.59.233.313.929.11489.33409.35671.5096867.6090817323763.22125996444329.397823386118610689.154735\
            5341777494553.33632031931522326531782695489.431947226814793053965448991778881.13344026738283131495476342164\
            55312875601.4177156944967188156130003670858609781761.264025552331042353383194423288565311371645724379779637\
            19678731913017716301867197206739969
 465    26  2^2.11.31^2.71.181.311.1741.1861.2791.11161.148429.257611.878851.5624951.31473312961.6084353978581.62555250\
            8473588471.21783999170235219053011.18918352942471114958730682051.172974812463239310024750410929.17458333585\
            2767865379025002452121.385988764693732689151104968796091.41203375284658587486662028251288401.13731520807823\
            2301064158181982694879214225372214608742171
 466    12  2^3.3.467.1318781.412500871.29096873590481178947.208771951788632309319091684496790985222571.122893706196784\
            651098718052024745515496783278694509.129763238102791965820002447228325506194347966293946269029.888580036951\
            80908896843036018005968489510004954330625331679175649752804126803019842475515755925076634817265771552381731\
            912343896807964928729
 467     6  2^2.2437741.10589749341418789.9086916876831004249.279667651867781373941318482192908672699167982775406757143\
            59556245078010405261025853306341068294941304074139669093471523069495772974285983107346117721824024290389517\
            52727749019926093863300731253546113645987187898073979347377463379791067453835809623267837211938264456437466\
            09585302771431
 468    38  2^4.3^3.7.13^2.19.31.37.53.79.157.601.829.3121.5167.5227.38923.40483.6597973.8684521.138485881.223963741.30\
            5175781.4056854881.43236180703.22735632934561.83181652304609.608459012088799.667929705480493.13919251915757\
            24209.121949664589584488031947458631250949.937938782117311845318745554345005320717861.232641412062106104464\
            534334268950230199217617625830345847188370309210702969
 469   11+  2^2.269.1609.19531.26399.79583443129.2454335007529.604088623657497125653141.5407696799117718068431942847074\
            60269148734979398870399881.11518136074136372923773493882712449772132267339877096139465696592053506515005918\
