Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            94955645810372698957070837766887487273372150456980944216508605805295762403884169162369962423
 648    39  3^5.5.7.13.17.19.37.73.109.163.241.433.1297.2593.3889.38737.71119.87211.135433.246241.262657.279073.3618757.
            30433969.33975937.97685839.106979941.168410989.272010961.1164777409.4977454861.3718266498433.13492116816307\
            3.138991501037953.1174029487714513
 649     8  23.89.179951.649001.23952086159.3203431780337.34418203155300430111979265857.3700008265010484376181140059002\
            735164665618094577260273009727474953442430219036282100642597609582698411614761090487936159280023273
 650    21  3.11.31.131.251.601.1801.2731.3251.4051.7151.8191.409891.5840251.7623851.51879585551.7812610577851.14529514\
            3558111.9860942209386451.1245660907214169781926561543788801.46136793919369536104295905320141225322603397396\
            44049093601
 651    13  7^2.127.337.1303.5209.62497.2147483647.658812288653553079.6268703933840364033151.378428804431424484082633.1\
            191622782866437328993110351.2626317528364475422451291074871442782545497447474562640041779493971236636466847
 652    16  3.5.653.9781.150287.704161.7807049.110211473.4826612561.11281292593.27669118297.1023398150341859.3623045457\
            0129675721.337570547050390415041769.9716134201585679932947173.116920130986472233456294834974335426157641591\
            68513
 653     6  78557207.289837969.16008527538753578495897.3044938125828889184039273431.3786707123184812723340717607.889312\
            2618977158614989714180722964331426004820169213558574794542353622623988934429093001259164784553073
 654    13  3^2.7.666427.104124649.745988807.6927735019.20597276734348736647.33157029794959983067039.881161657540610818\
            04047.870035986098720987332873.2077756847362348863128179.30414028470765822165976581508161866432602988327347
 655     8  31.263.597361.2576754528566814601.351182936972570824983481.10350794431055162386718619237468234569.153335411\
            00090824437129533485272856744656791.213732345927036277063342078342573605826938066316475164889831797001
 656    19  3.5.17.83.257.10169.13121.13367.181549.12112549.43249589.164511353.8562191377.8831418697.12239719573537.180\
            93927039368350337.25394524415842506913.12243864122465612155106392056552353.37832153935463759547101348940698\
            3903120592833
 657    15  7.73^2.439.3943.2298041.10178663167.27265714183.9361973132609.5271393791658529.671165898617413417.276219413\
            4676763431.4815314615204347717321.42185927552983763147431373719.7813353937053182028691100246843597594051790\
            97
 658    16  3.43.127.283.659.2351.4513.12503.200033.9106063.13264529.270447871.165768537521.762394321774681.99340183792\
            30425610659608142885693781941091888647157503817.35968742437796171475089176374393397533495920010375948584022\
            7631801
 659     4  1319.11527429277532648241.626564962613678012662146877852049.25108673825115409697240681084474794976203552417\
            8595675929170915606850110959224676215815898957406470467234237429325630890565682143133147884918697
 660    40  3^2.5^2.7.11^2.13.23.31.41.61.67.89.151.331.397.661.683.881.1321.2113.2971.3191.3301.8581.20857.201961.3127\
            09.599479.4327489.48912491.415365721.391249826881.415878438361.3630105520141.12127627350301.13379250952981.
            2252127523412251.2048568835297380486760231
 661     5  1330270433.3370159489168519.1009157848082361225065617.118420287267066844820208926433723871.1785876939181318\
            9478549404315577297646468853412925918136831275019859096428810527270736800933577430978666397275839559
 662     9  3.5297.2983001129.7520796641.16937389168607.865118802936559.8530674250842274717434530683.143839019914403056\
            3364806863704510189429516419097.298542624980197463613767215333569428005686468835821253721796682625551919
 663    13  7.79.103.1327.2143.8191.11119.47737.121369.131071.1817023253798585112376955621635919346759818823715057.2365\
            454398418399772605086209214363458552839866247069233.7948486567302611836998966045135419460850004449479635712\
            61039
 664    18  3.5.17.167.499.997.1163.2657.11953.155377.13063537.13455809771.46202197673.209957719973.148067197374074653.
            57912614113275649087721.14767689550320172808742174828062347720350769.29155477973437211121734464826285290577\
            75979692132113
 665    11  31.71.127.191.122921.524287.420778751.30327152671.161517058694951.163537220852725398851434325720959.1320001\
            31451539267726138633753205343827589683243629650599609859372129401308611030157603578434763278074238873853103\
            561
 666    28  3^3.7.19.73.223.1777.1999.3331.10657.17539.169831.304363.321679.1238761.25781083.26295457.36085879.19938108\
            7.319020217.616318177.698962539799.9853387597819.107775231312019.31031320083857011.4096460559560875111.1270\
            593144646505233013326197403
 667    11  47.233.1103.2089.12007.178481.458897.88039999.246270735864387271375789289856617.145086532629917346762256694\
            11020750337.78447248939510403238597103326670023020474096781883788452949188981488120758193300064923212988804\
            239
 668     9  3.5.2349023.75005713.27395325377910797.18208260781190156536114609.79638304766856507377778616296087448490695\
            649.62357403192785191176690552862561408838653121833643.187072209578355573530071639244871112681892570202113
 669     9  7.18287.196687.1466449.2916841.1469495262398780123809.182224921317852297530287.596242599987116128415063.142\
            453214851009124378099897532172312583433956914474541632456432848048989381236579920379218575796308080313112697
 670    12  3.11.31.93131.464311.7327657.193707721.1532217641.761838257287.6713103182899.215054093284059210600577831561\
            44213618485460844911284448661782641.46296897285060548772621642291461166628037311185052566732709386534682781\
            8121
 671     8  23.89.116356769.33491655209.64110547427930873.2305843009213693951.13646560594525825890627182668772241639702\
            837721889959372317451952089.608833519146176962786346063898868909094632504100539398786357475514441579020823
 672    36  3^2.5.7^2.13.17.29.43.97.113.127.193.241.257.337.449.673.1429.2017.2689.3361.5153.5419.14449.65537.15790321.
            22253377.47886721.183076097.25629623713.54410972897.88959882481.358429848460993.1538595959564161.1310843044\
            85119425504284495119889529996019181850241
 673     4  581163767.41283139633378645724930694480520226273492263.6839676957291597168713312235835207084026001748308915\
            8059519.23882525111457526669660263269125438250762730250942712633131193354954889195068879706608493409
 674    10  3.18199.21569.2806537.5333388961.95763203297.726584894969.964094242760707.787780473264667429936124208424161\
            98311394008068822475527239136925369.841462035388400254709200130801140475354660321983340709246797058685767257
 675    22  7.31.73.151.271.601.631.1801.23311.100801.115201.262657.348031.617401.1605151.10567201.1348206751.499716178\
            30801.13861369826299351.1094270085398478390395590841401.2842496263188647640089794561760551.4703900385034768\
            55180627941942761032401
 676    18  3.5.53.157.677.1613.2731.4057.8191.180201997.1259036730797.6740339310641.615946323850313.492991076422361038\
            7.408946876729703992293841657.18526238646011086732742614043.215656329382891550920192462661.3340762283952395\
            329506327023033
 677     5  1943118631.531132717139346021081.978146583988637765536217.5362511269192384350811794231151642817302190330034\
            4567.11583306121194302925666610180475654822154587629577979400456857120235319057709961541850271218784399
 678    18  3^2.7.227.3391.23279.48817.65993.156619.1868569.10113049.28448881.636190001.1066818132868207.49100336934466\
            0409.320021624768405574452943847.4760137992283599860814226997712217.806767008285880208406610406331741063631\
            0881590473931569
 679     8  127.6791.11447.59753.93703.13842607235828485645766393.13373517640995360623825923814056483166660255849139124\
            78511.24511007335679255225276730916706826483707650842191280793509700305404336263746240880437395536148948295\
            29
 680    28  3.5^2.11.17^2.31.41.137.953.1021.1361.4421.26317.43691.61681.131071.354689.550801.12717361.23650061.1392971\
            637361.2879347902817.7226904352843746841.9520972806333758431.26831423036065352611.8088220746627020943841.63\
            0894905395143528221826310327361
 681     5  7.26986333437777017.962744903648208108713898832235090314894033.79921777382059796264915069508677209535456601\
            21688631.6902537314868528928592064072776405259752901898281447036002004855019689272630142411673519100423
 682    13  3.23.89.683.647219.1434929.715827883.2147483647.37368615235403.5560125493425335999.126901141805369975317583.
            1444211137344578755413561460184550803276100931567.880013382343267006953159864554822725863557823101441880470\
            03818403
 683     3  1367.434836499112609694795723958417048861299768144283442662402095922180462812746769.67513796971703570854592\
            232797421324116119881147340327278928245456644619398078155616494185719845536064262986241999463764460809
 684    32  3^3.5.7.13.19^2.37.73.109.229.457.571.25309.32377.131101.160969.174763.524287.525313.1212847.4598533.567514\
            9.39291697.93507247.160465489.275415303169.99463730244517.3042645634792541312037847.41435606371227835355919\
            073.19177458387940268116349766612211
 685     7  31.119191.7084271.32032215596496435569.5439042183600204290159.83648644144524510111773141111.420802580523767\
            875237950310262820019135749166881960341067173726664556394738285561675988953259150250436976162677581144923361
 686    12  3.43.127.6073159.1428389887.2513690593.62228099977.4363953127297.4432676798593.2883580030222424891.43911158\
            59495019452210297067047180796674861654177048737558611.58961804474844164724814095915114338093146118248375213\
